SQL,cardinality
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 70907;",6747781
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND info_type_id <= 76 AND kind_id <= 2;",13066299
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year <= 1955 AND kind_id > 1 AND info_type_id != 9;",200569
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year <= 1920 AND info_type_id <= 105 AND kind_id >= 7;",1
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year >= 1918 AND kind_id <= 3 AND info_type_id <= 76;",13178778
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND kind_id != 7 AND info_type_id = 113 AND production_year >= 2000;",272133
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND info_type_id > 45 AND production_year < 1958;",407830
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year <= 1914 AND info_type_id = 89 AND kind_id <= 8;",16
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND info_type_id < 94 AND production_year < 1891;",180
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND info_type_id > 3 AND production_year = 1962 AND kind_id = 2;",3187
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year > 1979 AND info_type_id <= 48 AND kind_id >= 3;",8903076
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND info_type_id > 89 AND production_year != 1933 AND kind_id = 7;",1840243
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND info_type_id < 63 AND kind_id < 4;",14135211
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year >= 1905 AND info_type_id >= 35;",5619401
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND info_type_id >= 54 AND production_year > 1929;",5471599
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year >= 1918;",27963954
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND info_type_id > 96 AND production_year > 1942 AND kind_id > 2;",2433353
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year <= 1955;",3026988
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year != 1982 AND kind_id >= 3;",12853028
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND kind_id != 6 AND info_type_id < 90 AND production_year = 1888;",46
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year != 1925 AND kind_id != 1;",14510720
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year != 2019;",29036842
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND kind_id = 4 AND info_type_id > 76;",267825
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND kind_id != 7 AND info_type_id > 76;",3650135
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year >= 1883 AND kind_id = 1 AND info_type_id >= 112;",617498
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year != 1992 AND kind_id > 7;",24
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND kind_id >= 3 AND info_type_id != 11;",12931933
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year <= 1941;",2170728
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND info_type_id > 43 AND production_year >= 1964;",5059601
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND kind_id = 7 AND info_type_id != 51;",9575346
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND kind_id < 4 AND info_type_id != 85 AND production_year < 1951;",2577082
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year <= 2002 AND info_type_id < 2;",561310
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND info_type_id != 48 AND production_year > 1918;",27913023
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year <= 1892 AND info_type_id <= 110;",522
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year < 2017;",27801399
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year < 1896;",3507
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND kind_id > 7 AND production_year > 1988;",24
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND kind_id <= 4 AND info_type_id > 95 AND production_year > 1893;",3418615
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year > 1966 AND info_type_id <= 76;",19679390
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year = 1918 AND info_type_id = 8;",4622
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND info_type_id >= 61 AND production_year > 1923;",5483583
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year != 1914 AND kind_id >= 4 AND info_type_id < 42;",9356736
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year = 1912;",107430
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND kind_id > 1 AND info_type_id < 72 AND production_year >= 1981;",9894648
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year <= 1890;",281
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND info_type_id != 57;",29039975
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND info_type_id <= 1 AND kind_id < 7;",1009753
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND kind_id != 2 AND info_type_id > 107 AND production_year != 1921;",1510234
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year > 1915;",28107341
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND info_type_id <= 43 AND kind_id != 1 AND production_year > 1907;",11692152
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND kind_id >= 1 AND info_type_id <= 84 AND production_year <= 2115;",23587934
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND kind_id = 7 AND production_year < 1968;",901422
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND info_type_id <= 63 AND kind_id <= 7;",23499448
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year >= 1970 AND kind_id != 1 AND info_type_id >= 4;",10920390
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND kind_id = 7 AND info_type_id < 48;",7734471
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND kind_id != 2 AND production_year <= 2017 AND info_type_id != 57;",27342141
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year <= 1914 AND kind_id < 7 AND info_type_id >= 67;",51380
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND info_type_id > 62 AND kind_id <= 7;",5553027
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year < 1965 AND kind_id < 7 AND info_type_id != 18;",3407233
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND kind_id > 2 AND production_year != 1959 AND info_type_id <= 1;",693756
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND info_type_id >= 72 AND kind_id = 3 AND production_year = 1954;",297
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year > 2003;",15321993
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND info_type_id != 50 AND production_year <= 2003 AND kind_id < 6;",9313791
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year < 1935 AND kind_id <= 7 AND info_type_id > 110;",31909
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND kind_id < 8 AND info_type_id != 1;",27556273
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year <= 1999 AND info_type_id != 97;",11600581
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year < 1898 AND info_type_id >= 3;",21382
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND kind_id != 2 AND production_year < 1939 AND info_type_id >= 12;",505400
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year > 1930 AND info_type_id < 86 AND kind_id > 3;",9359202
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND kind_id < 8 AND info_type_id > 70 AND production_year < 2017;",5314936
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year != 1974;",28892909
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND info_type_id <= 81 AND production_year > 1922 AND kind_id > 4;",7927388
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year != 1924 AND info_type_id != 113;",28233976
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND kind_id >= 6 AND production_year != 1916 AND info_type_id >= 54;",1885311
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year > 1968 AND info_type_id > 16 AND kind_id < 7;",4459336
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year > 1951;",26376361
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year != 1903 AND kind_id = 1 AND info_type_id = 96;",9549
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND kind_id != 4 AND production_year >= 1900;",27290372
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND kind_id != 1 AND production_year < 1927;",111
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND kind_id <= 7 AND info_type_id = 16 AND production_year >= 1967;",4812036
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND info_type_id = 108 AND production_year < 1935;",23
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year < 1987 AND kind_id = 6;",19725
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year >= 1977 AND kind_id >= 3 AND info_type_id > 86;",2188661
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND kind_id != 1 AND info_type_id = 80;",614
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year = 2000 AND kind_id != 7;",286005
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND kind_id != 2 AND info_type_id >= 54 AND production_year <= 1957;",398832
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND info_type_id >= 90 AND kind_id != 3 AND production_year = 1946;",7203
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND info_type_id >= 47 AND production_year = 1896;",2242
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND info_type_id <= 7 AND production_year >= 2023;",76
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND info_type_id < 93 AND kind_id <= 4;",15720246
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND info_type_id <= 64 AND production_year != 1948;",23464643
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND info_type_id > 7 AND production_year <= 1925;",388193
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND production_year >= 1919 AND info_type_id >= 46;",5534848
"SELECT count(*) FROM title t1,movie_info t2 WHERE t1.id=t2.movie_id AND kind_id > 3 AND production_year < 1941 AND info_type_id > 67;",53
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id = 356443;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 2 AND company_id < 26539 AND kind_id >= 2;",977551
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 4 AND company_id < 94422;",1686843
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id < 2;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 1 AND kind_id >= 1;",2868357
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 157956 AND company_type_id = 2 AND kind_id <= 6;",409193
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 8 AND company_type_id < 2;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 302080 AND kind_id != 8;",68950
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 2;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 1;",4894557
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id < 4;",2553890
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 2 AND company_id <= 185268;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id > 2 AND company_id <= 319276;",2615848
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 104548 AND company_type_id >= 1 AND kind_id <= 8;",1240597
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 16356 AND company_type_id = 2 AND kind_id >= 1;",1867729
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 3 AND company_id <= 203224;",2335079
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id > 2 AND company_type_id = 1;",876933
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 4;",4619912
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 2 AND company_id = 149763 AND kind_id != 3;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 288998 AND kind_id < 3;",73046
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 1 AND company_id != 116111;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 2 AND kind_id >= 7;",2018874
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 2 AND company_id = 147344;",3
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id > 7 AND company_id < 236337;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 145449 AND company_type_id < 2;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id = 2 AND company_id != 135275;",318002
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 55349 AND company_type_id != 2;",1937207
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 117666;",4894553
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 1 AND company_id != 197802;",2941173
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 8 AND company_id > 6463;",3026729
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 100821;",3636239
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 242463;",158756
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id > 7;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id = 85792 AND kind_id != 2;",2
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 302812;",68000
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id > 1 AND company_id <= 49061;",1384106
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 3;",4612054
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 284848 AND company_type_id = 1;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 1 AND kind_id >= 4;",748058
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 240704 AND kind_id >= 1;",161903
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 6 AND company_type_id <= 1;",1454752
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 8;",4894556
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id < 4 AND company_type_id > 1 AND company_id != 347370;",1275747
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 8 AND company_type_id <= 2;",4894557
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 274364 AND kind_id = 3;",276114
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id > 1;",2941173
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id = 287039;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 2 AND kind_id = 6;",47148
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id > 6 AND company_id <= 238862 AND company_type_id >= 1;",2018874
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 205014 AND kind_id != 1 AND company_type_id != 1;",35635
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 6 AND company_type_id >= 1 AND company_id != 237959;",4847408
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 6 AND company_id >= 173914;",324639
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 224803;",192330
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 100982 AND kind_id <= 8;",3636737
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 2 AND company_id = 153589;",7
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 1;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id = 233723 AND company_type_id = 2 AND kind_id >= 1;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 95520 AND company_type_id < 2;",2007632
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 349844;",4881679
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 7 AND company_id != 130819 AND company_type_id = 1;",571448
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 7;",2018874
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id = 2;",318003
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 267863 AND kind_id = 4;",8331
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 6 AND company_type_id = 1;",1454752
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id = 11067;",2
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id > 1 AND company_id <= 77083 AND kind_id <= 7;",1526525
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 309776 AND company_type_id != 2;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 2;",4894557
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 30354 AND company_type_id >= 1;",1858079
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 1 AND kind_id != 4;",4619912
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 1 AND company_type_id >= 2;",1906579
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 2;",2868357
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id > 6 AND company_type_id >= 2 AND company_id != 345377;",1447426
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 57266;",3377154
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 1 AND company_id >= 148411;",88470
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 1;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 4;",2340667
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 2;",2868357
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 3 AND company_id != 74584 AND company_type_id <= 2;",2623170
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 151308 AND company_type_id > 1;",461233
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 3 AND company_type_id > 1 AND company_id >= 136187;",184898
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id = 82787;",4
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 194027;",4628444
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id < 3 AND company_id <= 307725;",2219106
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 2 AND company_id = 81651;",4
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id > 4;",2066022
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 3;",2623170
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 4 AND company_type_id >= 2;",1592609
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 7;",4894556
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id = 109186 AND kind_id >= 1 AND company_type_id != 1;",5
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 2;",4576554
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 233668;",4894555
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 2 AND company_type_id <= 2;",2941173
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 295232;",77887
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id > 6 AND company_type_id >= 1 AND company_id < 73036;",1404377
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 289325;",85703
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 6 AND company_type_id > 1 AND company_id < 110860;",899056
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 1 AND company_id >= 171336;",341318
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 1 AND kind_id >= 6 AND company_id <= 302365;",2064710
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 334703 AND company_type_id > 1 AND kind_id <= 3;",26994
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 89833;",1317823
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 1 AND company_id >= 70670 AND kind_id != 4;",47418
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id = 7;",2018873
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id < 2 AND company_id != 81699;",1953381
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id < 2 AND company_id < 28726;",1766387
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 2 AND kind_id = 7;",2018873
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id < 7;",2875683
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 2 AND company_id != 64198 AND kind_id != 3;",1897324
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id > 1;",2868357
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id > 1 AND company_id < 45394;",1364127
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 3 AND company_id <= 50736;",1815328
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id = 6 AND company_id < 300636 AND company_type_id >= 2;",20331
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 61647;",3406147
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 1 AND company_id < 170227;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 204549;",237761
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 1;",4894557
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id > 1 AND kind_id >= 6 AND company_id > 198972;",4607
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id < 7 AND company_type_id <= 1 AND company_id <= 349629;",1454752
